Phase,Step,Tokens,VRAM_MB
Generate,3792,37296,20708.9
Generate,3794,37298,20709.0
Generate,3796,37300,20709.1
Generate,3798,37302,20709.2
Generate,3800,37304,20709.3
Generate,3802,37306,20709.4
Generate,3804,37308,20709.5
Generate,3806,37310,20709.6
Generate,3808,37312,20709.8
Generate,3810,37314,20709.9
Generate,3812,37316,20710.0
Generate,3814,37318,20710.1
Generate,3816,37320,20710.2
Generate,3818,37322,20710.3
Generate,3820,37324,20710.4
Generate,3822,37326,20710.5
Generate,3824,37328,20710.6
Generate,3826,37330,20710.7
Generate,3828,37332,20710.8
Generate,3830,37334,20711.0
Generate,3832,37336,20711.1
Generate,3834,37338,20711.2
Generate,3836,37340,20711.3
Generate,3838,37342,20711.4
Generate,3840,37344,20711.5
Generate,3842,37346,20711.6
Generate,3844,37348,20711.7
Generate,3846,37350,20711.8
Generate,3848,37352,20711.9
Generate,3850,37354,20712.1
Generate,3852,37356,20712.2
Generate,3854,37358,20712.3
Generate,3856,37360,20712.4
Generate,3858,37362,20712.5
Generate,3860,37364,20712.6
Generate,3862,37366,20712.7
Generate,3864,37368,20712.8
Generate,3866,37370,20712.9
Generate,3868,37372,20713.0
Generate,3870,37374,20713.1
Generate,3872,37376,20713.3
Generate,3874,37378,20713.4
Generate,3876,37380,20713.5
Generate,3878,37382,20713.6
Generate,3880,37384,20713.7
Generate,3882,37386,20713.8
Generate,3884,37388,20713.9
Generate,3886,37390,20714.0
Generate,3888,37392,20714.1
Generate,3890,37394,20714.2
Generate,3892,37396,20714.4
Generate,3894,37398,20714.5
Generate,3896,37400,20714.6
Generate,3898,37402,20714.7
Generate,3900,37404,20714.8
Generate,3902,37406,20714.9
Generate,3904,37408,20715.0
Generate,3906,37410,20715.1
Generate,3908,37412,20715.2
Generate,3910,37414,20715.3
Generate,3912,37416,20715.4
Generate,3914,1,18920.7
Generate,3916,36908,20687.7
Generate,3918,36910,20687.8
Generate,3920,36912,20687.9
Generate,3922,36914,20688.0
Generate,3924,36916,20688.1
Generate,3926,36918,20688.2
Generate,3928,36920,20688.3
Generate,3930,36922,20688.4
Generate,3932,36924,20688.5
Generate,3934,36926,20688.6
Generate,3936,36928,20688.7
Generate,3938,36930,20688.9
Generate,3940,36932,20689.0
Generate,3942,36934,20689.1
Generate,3944,36936,20689.2
Generate,3946,36938,20689.3
Generate,3948,36940,20689.4
Generate,3950,36942,20689.5
Generate,3952,36944,20689.6
Generate,3954,36946,20689.7
Generate,3956,36948,20689.8
Generate,3958,36950,20689.9
Generate,3960,36952,20690.1
Generate,3962,36954,20690.2
Generate,3964,36956,20690.3
Generate,3966,36958,20690.4
Generate,3968,36960,20690.5
Generate,3970,36962,20690.6
Generate,3972,36964,20690.7
Generate,3974,36966,20690.8
Generate,3976,36968,20690.9
Generate,3978,1,18920.7
Generate,3980,36908,20687.7
Generate,3982,36907,20687.6
Generate,3984,36909,20687.7
Generate,3986,36911,20687.8
Generate,3988,36913,20687.9
Generate,3990,36915,20688.0
Generate,3992,36917,20688.1
Generate,3994,36919,20688.3
Generate,3996,36921,20688.4
Generate,3998,36923,20688.5
Generate,4000,36925,20688.6
Generate,4002,36927,20688.7
Generate,4004,36929,20688.8
Generate,4006,36931,20688.9
Generate,4008,36933,20689.0
Generate,4010,36935,20689.1
Generate,4012,36937,20689.2
Generate,4014,36939,20689.3
Generate,4016,36941,20689.5
Generate,4018,36943,20689.6
Generate,4020,36945,20689.7
Generate,4022,36947,20689.8
Generate,4024,36949,20689.9
Generate,4026,36951,20690.0
Generate,4028,36953,20690.1
Generate,4030,36955,20690.2
Generate,4032,36957,20690.3
Generate,4034,36959,20690.4
Generate,4036,36961,20690.6
Generate,4038,36963,20690.7
Generate,4040,36965,20690.8
Generate,4042,36967,20690.9
Generate,4044,36969,20691.0
Generate,4046,36971,20691.1
Generate,4048,36973,20691.2
Generate,4050,36975,20691.3
Generate,4052,36977,20691.4
Generate,4054,36979,20691.5
Generate,4056,36981,20691.6
Generate,4058,36983,20691.8
Generate,4060,36985,20691.9
Generate,4062,36987,20692.0
Generate,4064,36989,20692.1
Generate,4066,36991,20692.2
Generate,4068,36993,20692.3
Generate,4070,1,18920.7
Generate,4072,36908,20687.7
Generate,4074,36910,20687.8
Generate,4076,36912,20687.9
Generate,4078,36914,20688.0
Generate,4080,36916,20688.1
Generate,4082,36918,20688.2
Generate,4084,36920,20688.3
Generate,4086,36922,20688.4
Generate,4088,36924,20688.5
Generate,4090,36926,20688.6
Generate,4092,36928,20688.7
Generate,4094,36930,20688.9
Generate,4096,36932,20689.0
Generate,4098,36934,20689.1
Generate,4100,36936,20689.2
Generate,4102,36938,20689.3
Generate,4104,36940,20689.4
Generate,4106,36942,20689.5
Generate,4108,36944,20689.6
Generate,4110,36946,20689.7
Generate,4112,36948,20689.8
Generate,4114,36950,20689.9
Generate,4116,36952,20690.1
Generate,4118,36954,20690.2
Generate,4120,36956,20690.3
Generate,4122,36958,20690.4
Generate,4124,36960,20690.5
Generate,4126,36962,20690.6
Generate,4128,36964,20690.7
Generate,4130,36966,20690.8
Generate,4132,36968,20690.9
Generate,4134,36970,20691.0
Generate,4136,36972,20691.2
Generate,4138,36974,20691.3
Generate,4140,36976,20691.4
Generate,4142,36978,20691.5
Generate,4144,36980,20691.6
Generate,4146,36982,20691.7
Generate,4148,36984,20691.8
Generate,4150,36986,20691.9
Generate,4152,36988,20692.0
Generate,4154,36990,20692.1
Generate,4156,36992,20692.2
Generate,4158,36994,20692.4
Generate,4160,36996,20692.5
Generate,4162,36998,20692.6
Generate,4164,37000,20693.6
Generate,4166,37002,20693.5
Generate,4168,37004,20693.5
Generate,4170,37006,20693.0
Generate,4172,37008,20693.1
Generate,4174,37010,20693.2
Generate,4176,37012,20693.3
Generate,4178,37014,20693.5
Generate,4180,36907,20687.6
Generate,4182,36909,20687.7
Generate,4184,36911,20687.8
Generate,4186,36913,20687.9
Generate,4188,36915,20688.0
Generate,4190,36917,20688.1
Generate,4192,36919,20688.3
Generate,4194,36921,20688.4
Generate,4196,36923,20688.5
Generate,4198,36925,20688.6
Generate,4200,36927,20688.7
Generate,4202,36929,20688.8
Generate,4204,36931,20688.9
Generate,4206,36933,20689.0
Generate,4208,36935,20689.1
Generate,4210,36937,20689.2
Generate,4212,36939,20689.3
Generate,4214,36941,20689.5
Generate,4216,36943,20689.6
Generate,4218,36945,20689.7
Generate,4220,36947,20689.8
Generate,4222,36949,20689.9
Generate,4224,36951,20690.0
Generate,4226,36953,20690.1
Generate,4228,36955,20690.2
Generate,4230,36957,20690.3
Generate,4232,36959,20690.4
Generate,4234,36961,20690.6
Generate,4236,36963,20690.7
Generate,4238,36965,20690.8
Generate,4240,36967,20690.9
Generate,4242,36969,20691.0
Generate,4244,36971,20691.1
Generate,4246,36973,20691.2
Generate,4248,36975,20691.3
Generate,4250,36977,20691.4
Generate,4252,36979,20691.5
Generate,4254,36981,20691.6
Generate,4256,36983,20691.8
Generate,4258,36985,20691.9
Generate,4260,36987,20692.0
Generate,4262,36989,20692.1
Generate,4264,36991,20692.2
Generate,4266,36993,20692.3
Generate,4268,36995,20692.4
Generate,4270,36997,20692.5
Generate,4272,36999,20692.6
Generate,4274,37001,20692.7
Generate,4276,37003,20692.8
Generate,4278,37005,20693.0
Generate,4280,37007,20693.5
Generate,4282,1,18920.7
Generate,4284,36908,20687.7
Generate,4286,36910,20687.8
Generate,4288,36912,20687.9
Generate,4290,36914,20688.0
Generate,4292,36916,20688.1
Generate,4294,36918,20688.2
Generate,4296,36920,20688.3
Generate,4298,36922,20688.4
Generate,4300,36924,20688.5
Generate,4302,36926,20688.6
Generate,4304,36928,20688.7
Generate,4306,36930,20688.9
Generate,4308,36932,20689.0
Generate,4310,36934,20689.1
Generate,4312,36936,20689.2
Generate,4314,36938,20689.3
Generate,4316,36940,20689.4
Generate,4318,36942,20689.5
Generate,4320,36944,20689.6
Generate,4322,36946,20689.7
Generate,4324,36948,20689.8
Generate,4326,36950,20689.9
Generate,4328,36952,20690.1
Generate,4330,36954,20690.2
Generate,4332,36956,20690.3
Generate,4334,36958,20690.4
Generate,4336,36960,20690.5
Generate,4338,36962,20690.6
Generate,4340,36964,20690.7
Generate,4342,36966,20690.8
Generate,4344,36968,20690.9
Generate,4346,36970,20691.0
Generate,4348,36972,20691.2
Generate,4350,36974,20691.3
Generate,4352,36976,20691.4
Generate,4354,36978,20691.5
Generate,4356,36980,20691.6
Generate,4358,36982,20691.7
Generate,4360,36984,20691.8
Generate,4362,36986,20691.9
Generate,4364,36988,20692.0
Generate,4366,36990,20692.1
Generate,4368,36992,20692.2
Generate,4370,36994,20692.4
Generate,4372,36996,20692.5
Generate,4374,36998,20692.6
Generate,4376,36907,20687.6
Generate,4378,36909,20687.7
Generate,4380,36911,20687.8
Generate,4382,36913,20687.9
Generate,4384,36915,20688.0
Generate,4386,36917,20688.1
Generate,4388,36919,20688.3
Generate,4390,36921,20688.4
Generate,4392,36923,20688.5
Generate,4394,36925,20688.6
Generate,4396,36927,20688.7
Generate,4398,36929,20688.8
Generate,4400,36931,20688.9
Generate,4402,36933,20689.0
Generate,4404,36935,20689.1
Generate,4406,36937,20689.2
Generate,4408,36939,20689.3
Generate,4410,36941,20689.5
Generate,4412,36943,20689.6
Generate,4414,36945,20689.7
Generate,4416,36947,20689.8
Generate,4418,36949,20689.9
Generate,4420,36951,20690.0
Generate,4422,36953,20690.1
Generate,4424,36955,20690.2
Generate,4426,36957,20690.3
Generate,4428,36959,20690.4
Generate,4430,36961,20690.6
Generate,4432,36963,20690.7
Generate,4434,36965,20690.8
Generate,4436,36967,20690.9
Generate,4438,36969,20691.0
Generate,4440,36971,20691.1
Generate,4442,1,18920.7
Generate,4444,36908,20687.7
Generate,4446,36910,20687.8
Generate,4448,36912,20687.9
Generate,4450,36914,20688.0
Generate,4452,36916,20688.1
Generate,4454,36918,20688.2
Generate,4456,36920,20688.3
Generate,4458,36922,20688.4
Generate,4460,36924,20688.5
Generate,4462,36926,20688.6
Generate,4464,36928,20688.7
Generate,4466,36930,20688.9
Generate,4468,36932,20689.0
Generate,4470,36934,20689.1
Generate,4472,36936,20689.2
Generate,4474,36938,20689.3
Generate,4476,36940,20689.4
Generate,4478,36942,20689.5
Generate,4480,36944,20689.6
Generate,4482,36946,20689.7
Generate,4484,36948,20689.8
Generate,4486,36950,20689.9
Generate,4488,36952,20690.1
Generate,4490,36954,20690.2
Generate,4492,36956,20690.3
Generate,4494,36958,20690.4
Generate,4496,36960,20690.5
Generate,4498,36962,20690.6
Generate,4500,36964,20690.7
Generate,4502,36966,20690.8
Generate,4504,36968,20690.9
Generate,4506,36970,20691.0
Generate,4508,36972,20691.2
Generate,4510,36974,20691.3
Generate,4512,36976,20691.4
Generate,4514,36978,20691.5
Generate,4516,36980,20691.6
Generate,4518,36982,20691.7
Generate,4520,36984,20691.8
Generate,4522,36986,20691.9
Generate,4524,36988,20692.0
Generate,4526,36990,20692.1
Generate,4528,36992,20692.2
Generate,4530,36994,20692.4
Generate,4532,36996,20692.5
Generate,4534,36998,20692.6
Generate,4536,36907,20687.6
Generate,4538,36909,20687.7
Generate,4540,36911,20687.8
Generate,4542,36913,20687.9
Generate,4544,36915,20688.0
Generate,4546,36917,20688.1
Generate,4548,36919,20688.3
Generate,4550,36921,20688.4
Generate,4552,36923,20688.5
Generate,4554,36925,20688.6
Generate,4556,36907,20687.6
Generate,4558,36909,20687.7
Generate,4560,36911,20687.8
Generate,4562,36913,20687.9
Generate,4564,36915,20688.0
Generate,4566,36917,20688.1
Generate,4568,36919,20688.3
Generate,4570,36921,20688.4
Generate,4572,36923,20688.5
Generate,4574,36925,20688.6
Generate,4576,36927,20688.7
Generate,4578,36929,20688.8
Generate,4580,36931,20688.9
Generate,4582,36933,20689.0
Generate,4584,36935,20689.1
Generate,4586,36937,20689.2
Generate,4588,36939,20689.3
Generate,4590,36941,20689.5
Generate,4592,36943,20689.6
Generate,4594,36945,20689.7
Generate,4596,36947,20689.8
Generate,4598,36949,20689.9
Generate,4600,36951,20690.0
Generate,4602,36953,20690.1
Generate,4604,36955,20690.2
Generate,4606,36957,20690.3
Generate,4608,36959,20690.4
Generate,4610,36961,20690.6
Generate,4612,36963,20690.7
Generate,4614,36965,20690.8
Generate,4616,36967,20690.9
Generate,4618,36969,20691.0
Generate,4620,36971,20691.1
Generate,4622,36973,20691.2
Generate,4624,36975,20691.3
Generate,4626,36977,20691.4
Generate,4628,36979,20691.5
Generate,4630,36981,20691.6
Generate,4632,36983,20691.8
Generate,4634,1,18920.7
Generate,4636,36908,20687.7
Generate,4638,36910,20687.8
Generate,4640,36912,20687.9
Generate,4642,36914,20688.0
Generate,4644,36916,20688.1
Generate,4646,36918,20688.2
Generate,4648,36920,20688.3
Generate,4650,36922,20688.4
Generate,4652,36924,20688.5
Generate,4654,36926,20688.6
Generate,4656,36928,20688.7
Generate,4658,36930,20688.9
Generate,4660,36932,20689.0
Generate,4662,36934,20689.1
Generate,4664,36936,20689.2
Generate,4666,36938,20689.3
Generate,4668,36940,20689.4
Generate,4670,36942,20689.5
Generate,4672,36944,20689.6
Generate,4674,36946,20689.7
Generate,4676,36948,20689.8
Generate,4678,36950,20689.9
Generate,4680,36952,20690.1
Generate,4682,36954,20690.2
Generate,4684,36956,20690.3
Generate,4686,36958,20690.4
Generate,4688,36960,20690.5
Generate,4690,36962,20690.6
Generate,4692,36964,20690.7
Generate,4694,36966,20690.8
Generate,4696,36968,20690.9
Generate,4698,36970,20691.0
Generate,4700,36972,20691.2
Generate,4702,1,18920.7
Generate,4704,36908,20687.7
Generate,4706,36910,20687.8
Generate,4708,36912,20687.9
Generate,4710,36914,20688.0
Generate,4712,36916,20688.1
Generate,4714,36918,20688.2
Generate,4716,36920,20688.3
Generate,4718,36922,20688.4
Generate,4720,36924,20688.5
Generate,4722,36926,20688.6
Generate,4724,36928,20688.7
Generate,4726,36930,20688.9
Generate,4728,36932,20689.0
Generate,4730,36934,20689.1
Generate,4732,36936,20689.2
Generate,4734,36938,20689.3
Generate,4736,36940,20689.4
Generate,4738,36942,20689.5
Generate,4740,36944,20689.6
Generate,4742,36946,20689.7
Generate,4744,36948,20689.8
Generate,4746,36950,20689.9
Generate,4748,36952,20690.1
Generate,4750,36954,20690.2
Generate,4752,36956,20690.3
Generate,4754,36958,20690.4
Generate,4756,36960,20690.5
Generate,4758,36962,20690.6
Generate,4760,36964,20690.7
Generate,4762,36966,20690.8
Generate,4764,36968,20690.9
Generate,4766,36970,20691.0
Generate,4768,36972,20691.2
Generate,4770,36974,20691.3
Generate,4772,36976,20691.4
Generate,4774,36978,20691.5
Generate,4776,36980,20691.6
Generate,4778,36982,20691.7
Generate,4780,36984,20691.8
Generate,4782,36986,20691.9
Generate,4784,36988,20692.0
Generate,4786,36990,20692.1
Generate,4788,36992,20692.2
Generate,4790,36994,20692.4
Generate,4792,36996,20692.5
Generate,4794,36998,20692.6
Generate,4796,37000,20693.6
Generate,4798,37002,20693.5
Generate,4800,37004,20693.5
Generate,4802,37006,20693.0
Generate,4804,37008,20693.1
Generate,4806,37010,20693.2
Generate,4808,37012,20693.3
Generate,4810,36907,20687.6
Generate,4812,36909,20687.7
Generate,4814,36911,20687.8
Generate,4816,36913,20687.9
Generate,4818,36915,20688.0
Generate,4820,36917,20688.1
Generate,4822,36919,20688.3
Generate,4824,36907,20687.6
Generate,4826,36909,20687.7
Generate,4828,36911,20687.8
Generate,4830,36913,20687.9
Generate,4832,36907,20687.6
Generate,4834,36909,20687.7
Generate,4836,36911,20687.8
Generate,4838,36913,20687.9
Generate,4840,36915,20688.0
Generate,4842,36917,20688.1
Generate,4844,36919,20688.3
Generate,4846,36921,20688.4
Generate,4848,36923,20688.5
Generate,4850,36925,20688.6
Generate,4852,36927,20688.7
Generate,4854,36929,20688.8
Generate,4856,36931,20688.9
Generate,4858,36933,20689.0
Generate,4860,36935,20689.1
Generate,4862,36937,20689.2
Generate,4864,36939,20689.3
Generate,4866,36941,20689.5
Generate,4868,36943,20689.6
Generate,4870,36945,20689.7
Generate,4872,36947,20689.8
Generate,4874,36949,20689.9
Generate,4876,36951,20690.0
Generate,4878,36953,20690.1
Generate,4880,36955,20690.2
Generate,4882,36957,20690.3
Generate,4884,36959,20690.4
Generate,4886,36961,20690.6
Generate,4888,36963,20690.7
Generate,4890,36965,20690.8
Generate,4892,36967,20690.9
Generate,4894,36969,20691.0
Generate,4896,36971,20691.1
Generate,4898,36973,20691.2
Generate,4900,36975,20691.3
Generate,4902,36977,20691.4
Generate,4904,36979,20691.5
Generate,4906,36981,20691.6
Generate,4908,36983,20691.8
Generate,4910,36985,20691.9
Generate,4912,1,18920.7
Generate,4914,36908,20687.7
Generate,4916,36910,20687.8
Generate,4918,36912,20687.9
Generate,4920,36914,20688.0
Generate,4922,36916,20688.1
Generate,4924,36918,20688.2
Generate,4926,36920,20688.3
Generate,4928,36922,20688.4
Generate,4930,36924,20688.5
Generate,4932,36926,20688.6
Generate,4934,36928,20688.7
Generate,4936,36930,20688.9
Generate,4938,36932,20689.0
Generate,4940,36934,20689.1
Generate,4942,36936,20689.2
Generate,4944,36938,20689.3
Generate,4946,36940,20689.4
Generate,4948,36942,20689.5
Generate,4950,36944,20689.6
Generate,4952,36946,20689.7
Generate,4954,36948,20689.8
Generate,4956,36950,20689.9
Generate,4958,36952,20690.1
Generate,4,36924,20688.6
Generate,6,36926,20688.7
Generate,8,36928,20688.8
Generate,10,36930,20689.0
Generate,12,36932,20689.1
Generate,14,36934,20689.2
Generate,16,36925,20688.7
Generate,18,36927,20688.8
Generate,20,36929,20688.9
Generate,22,36931,20689.0
Generate,24,36933,20689.1
Generate,26,36935,20689.3
Generate,28,36937,20689.4
Generate,30,36939,20689.5
Generate,32,36941,20689.6
Generate,34,36943,20689.7
Generate,36,36945,20689.8
Generate,38,36947,20689.9
Generate,40,36949,20690.0
Generate,42,36951,20690.1
Generate,44,36953,20690.2
Generate,46,36955,20690.3
Generate,48,36957,20690.5
Generate,50,36959,20690.6
Generate,52,36961,20690.7
Generate,54,36963,20690.8
Generate,56,36965,20690.9
Generate,58,36967,20691.0
Generate,60,36969,20691.1
Generate,62,36971,20691.2
Generate,64,36973,20691.3
Generate,66,36975,20691.4
Generate,68,36977,20691.5
Generate,70,36979,20691.7
Generate,72,36981,20691.8
Generate,74,36983,20691.9
Generate,76,36985,20692.0
Generate,78,36987,20692.1
Generate,80,36989,20692.2
Generate,82,36991,20692.3
Generate,84,36993,20692.4
Generate,86,36995,20692.5
Generate,88,36997,20692.6
Generate,90,36999,20692.8
Generate,92,37001,20692.9
Generate,94,37003,20693.7
Generate,96,37005,20693.6
Generate,98,37007,20693.6
Generate,100,37009,20693.6
Generate,102,37011,20693.5
Generate,104,37013,20693.5
Generate,106,37015,20693.6
Generate,108,37017,20693.7
Generate,110,37019,20693.8
Generate,112,37021,20694.0
Generate,114,37023,20694.1
Generate,116,37025,20694.2
Generate,118,36929,20689.0
Generate,120,36931,20689.1
Generate,122,36933,20689.2
Generate,124,36935,20689.3
Generate,126,36937,20689.4
Generate,128,36939,20689.5
Generate,130,36941,20689.6
Generate,132,36943,20689.7
Generate,134,36945,20689.8
Generate,136,36947,20689.9
Generate,138,36949,20690.0
Generate,140,36951,20690.2
Generate,142,36953,20690.3
Generate,144,36955,20690.4
Generate,146,36957,20690.5
Generate,148,36959,20690.6
Generate,150,36961,20690.7
Generate,152,36963,20690.8
Generate,154,36965,20690.9
Generate,156,36967,20691.0
Generate,158,36969,20691.1
Generate,160,36971,20691.2
Generate,162,36973,20691.4
Generate,164,36975,20691.5
Generate,166,36977,20691.6
Generate,168,36926,20688.8
Generate,170,36928,20688.9
Generate,172,36930,20689.0
Generate,174,36932,20689.1
Generate,176,36934,20689.2
Generate,178,36936,20689.3
Generate,180,36938,20689.4
Generate,182,36940,20689.5
Generate,184,36942,20689.6
Generate,186,36944,20689.8
Generate,188,36946,20689.9
Generate,190,36948,20690.0
Generate,192,36950,20690.1
Generate,194,36952,20690.2
Generate,196,36954,20690.3
Generate,198,36956,20690.4
Generate,200,36958,20690.5
