Phase,Step,Tokens,VRAM_MB
Generate,1928,36940,20689.4
Generate,1930,36942,20689.5
Generate,1932,36944,20689.6
Generate,1934,36946,20689.7
Generate,1936,36948,20689.8
Generate,1938,36950,20689.9
Generate,1940,36952,20690.1
Generate,1942,36954,20690.2
Generate,1944,36956,20690.3
Generate,1946,36958,20690.4
Generate,1948,36960,20690.5
Generate,1950,36962,20690.6
Generate,1952,36964,20690.7
Generate,1954,36966,20690.8
Generate,1956,36968,20690.9
Generate,1958,36970,20691.0
Generate,1960,36972,20691.2
Generate,1962,36974,20691.3
Generate,1964,36976,20691.4
Generate,1966,36978,20691.5
Generate,1968,36980,20691.6
Generate,1970,36982,20691.7
Generate,1972,36984,20691.8
Generate,1974,36986,20691.9
Generate,1976,36988,20692.0
Generate,1978,36990,20692.1
Generate,1980,36992,20692.2
Generate,1982,36994,20692.4
Generate,1984,36996,20692.5
Generate,1986,36998,20692.6
Generate,1988,37000,20693.6
Generate,1990,37002,20693.5
Generate,1992,37004,20693.5
Generate,1994,37006,20693.0
Generate,1996,37008,20693.1
Generate,1998,37010,20693.2
Generate,2000,37012,20693.3
Generate,2002,37014,20693.5
Generate,2004,37016,20693.6
Generate,2006,37018,20693.7
Generate,2008,37020,20693.8
Generate,2010,37022,20693.9
Generate,2012,37024,20694.0
Generate,2014,37026,20694.1
Generate,2016,37028,20694.2
Generate,2018,37030,20694.3
Generate,2020,37032,20694.4
Generate,2022,37034,20694.5
Generate,2024,37036,20694.7
Generate,2026,37038,20694.8
Generate,2028,37040,20694.9
Generate,2030,37042,20695.0
Generate,2032,37044,20695.1
Generate,2034,37046,20695.2
Generate,2036,37048,20695.3
Generate,2038,37050,20695.4
Generate,2040,37052,20695.5
Generate,2042,37054,20695.6
Generate,2044,37056,20695.7
Generate,2046,37058,20695.9
Generate,2048,37060,20696.0
Generate,2050,37062,20696.1
Generate,2052,37064,20696.2
Generate,2054,37066,20696.3
Generate,2056,37068,20696.4
Generate,2058,37070,20696.5
Generate,2060,37072,20696.6
Generate,2062,37074,20696.7
Generate,2064,37076,20696.8
Generate,2066,37078,20697.0
Generate,2068,37080,20697.1
Generate,2070,37082,20697.2
Generate,2072,37084,20697.3
Generate,2074,1,18920.7
Generate,2076,36908,20687.7
Generate,2078,36910,20687.8
Generate,2080,36912,20687.9
Generate,2082,36914,20688.0
Generate,2084,36916,20688.1
Generate,2086,36918,20688.2
Generate,2088,36920,20688.3
Generate,2090,36922,20688.4
Generate,2092,36924,20688.5
Generate,2094,36926,20688.6
Generate,2096,36928,20688.7
Generate,2098,36930,20688.9
Generate,2100,36932,20689.0
Generate,2102,36934,20689.1
Generate,2104,36936,20689.2
Generate,2106,36938,20689.3
Generate,2108,36940,20689.4
Generate,2110,36942,20689.5
Generate,2112,36944,20689.6
Generate,2114,36946,20689.7
Generate,2116,36948,20689.8
Generate,2118,36950,20689.9
Generate,2120,36952,20690.1
Generate,2122,36954,20690.2
Generate,2124,36956,20690.3
Generate,2126,36958,20690.4
Generate,2128,36960,20690.5
Generate,2130,36962,20690.6
Generate,2132,36964,20690.7
Generate,2134,36966,20690.8
Generate,2136,36968,20690.9
Generate,2138,36970,20691.0
Generate,2140,36972,20691.2
Generate,2142,36974,20691.3
Generate,2144,36907,20687.6
Generate,2146,36909,20687.7
Generate,2148,36911,20687.8
Generate,2150,36913,20687.9
Generate,2152,36915,20688.0
Generate,2154,36917,20688.1
Generate,2156,36919,20688.3
Generate,2158,36921,20688.4
Generate,2160,36923,20688.5
Generate,2162,36925,20688.6
Generate,2164,36927,20688.7
Generate,2166,36929,20688.8
Generate,2168,36931,20688.9
Generate,2170,36933,20689.0
Generate,2172,36935,20689.1
Generate,2174,36937,20689.2
Generate,2176,36939,20689.3
Generate,2178,36941,20689.5
Generate,2180,36943,20689.6
Generate,2182,36945,20689.7
Generate,2184,36947,20689.8
Generate,2186,36949,20689.9
Generate,2188,36951,20690.0
Generate,2190,36953,20690.1
Generate,2192,36955,20690.2
Generate,2194,36957,20690.3
Generate,2196,36959,20690.4
Generate,2198,36961,20690.6
Generate,2200,36963,20690.7
Generate,2202,36965,20690.8
Generate,2204,36967,20690.9
Generate,2206,36969,20691.0
Generate,2208,36971,20691.1
Generate,2210,36973,20691.2
Generate,2212,36975,20691.3
Generate,2214,36977,20691.4
Generate,2216,36979,20691.5
Generate,2218,36981,20691.6
Generate,2220,36907,20687.6
Generate,2222,36909,20687.7
Generate,2224,36911,20687.8
Generate,2226,36913,20687.9
Generate,2228,36915,20688.0
Generate,2230,36917,20688.1
Generate,2232,36919,20688.3
Generate,2234,36921,20688.4
Generate,2236,36923,20688.5
Generate,2238,36925,20688.6
Generate,2240,36927,20688.7
Generate,2242,36929,20688.8
Generate,2244,36931,20688.9
Generate,2246,36933,20689.0
Generate,2248,36935,20689.1
Generate,2250,36907,20687.6
Generate,2252,36909,20687.7
Generate,2254,36911,20687.8
Generate,2256,36913,20687.9
Generate,2258,36915,20688.0
Generate,2260,36917,20688.1
Generate,2262,36919,20688.3
Generate,2264,36921,20688.4
Generate,2266,36923,20688.5
Generate,2268,36925,20688.6
Generate,2270,36927,20688.7
Generate,2272,36929,20688.8
Generate,2274,36931,20688.9
Generate,2276,36933,20689.0
Generate,2278,36935,20689.1
Generate,2280,36937,20689.2
Generate,2282,36939,20689.3
Generate,2284,36941,20689.5
Generate,2286,36943,20689.6
Generate,2288,36945,20689.7
Generate,2290,36947,20689.8
Generate,2292,36949,20689.9
Generate,2294,36951,20690.0
Generate,2296,36953,20690.1
Generate,2298,36955,20690.2
Generate,2300,36957,20690.3
Generate,2302,36959,20690.4
Generate,2304,36961,20690.6
Generate,2306,36963,20690.7
Generate,2308,36965,20690.8
Generate,2310,36967,20690.9
Generate,2312,36969,20691.0
Generate,2314,36971,20691.1
Generate,2316,36973,20691.2
Generate,2318,36975,20691.3
Generate,2320,36977,20691.4
Generate,2322,36979,20691.5
Generate,2324,36981,20691.6
Generate,2326,36907,20687.6
Generate,2328,36909,20687.7
Generate,2330,36911,20687.8
Generate,2332,36913,20687.9
Generate,2334,36915,20688.0
Generate,2336,36917,20688.1
Generate,2338,36919,20688.3
Generate,2340,36921,20688.4
Generate,2342,36923,20688.5
Generate,2344,36925,20688.6
Generate,2346,36927,20688.7
Generate,2348,36929,20688.8
Generate,2350,36931,20688.9
Generate,2352,36933,20689.0
Generate,2354,36935,20689.1
Generate,2356,36937,20689.2
Generate,2358,36939,20689.3
Generate,2360,36941,20689.5
Generate,2362,36943,20689.6
Generate,2364,36945,20689.7
Generate,2366,36947,20689.8
Generate,2368,36949,20689.9
Generate,2370,36951,20690.0
Generate,2372,36953,20690.1
Generate,2374,36955,20690.2
Generate,2376,36957,20690.3
Generate,2378,36959,20690.4
Generate,2380,36961,20690.6
Generate,2382,36963,20690.7
Generate,2384,36965,20690.8
Generate,2386,36967,20690.9
Generate,2388,36969,20691.0
Generate,2390,36971,20691.1
Generate,2392,36973,20691.2
Generate,2394,36975,20691.3
Generate,2396,36977,20691.4
Generate,2398,36979,20691.5
Generate,2400,36981,20691.6
Generate,2402,36983,20691.8
Generate,2404,36985,20691.9
Generate,2406,36987,20692.0
Generate,2408,36907,20687.6
Generate,2410,36909,20687.7
Generate,2412,36911,20687.8
Generate,2414,36913,20687.9
Generate,2416,36915,20688.0
Generate,2418,36917,20688.1
Generate,2420,36919,20688.3
Generate,2422,36921,20688.4
Generate,2424,36923,20688.5
Generate,2426,36925,20688.6
Generate,2428,36927,20688.7
Generate,2430,36929,20688.8
Generate,2432,1,18920.7
Generate,2434,36908,20687.7
Generate,2436,36910,20687.8
Generate,2438,36912,20687.9
Generate,2440,36914,20688.0
Generate,2442,36916,20688.1
Generate,2444,36918,20688.2
Generate,2446,36920,20688.3
Generate,2448,36922,20688.4
Generate,2450,36924,20688.5
Generate,2452,36926,20688.6
Generate,2454,36928,20688.7
Generate,2456,36930,20688.9
Generate,2458,36932,20689.0
Generate,2460,36934,20689.1
Generate,2462,36936,20689.2
Generate,2464,36938,20689.3
Generate,2466,36940,20689.4
Generate,2468,36942,20689.5
Generate,2470,36944,20689.6
Generate,2472,36946,20689.7
Generate,2474,36948,20689.8
Generate,2476,36950,20689.9
Generate,2478,36952,20690.1
Generate,2480,36954,20690.2
Generate,2482,36956,20690.3
Generate,2484,36958,20690.4
Generate,2486,36960,20690.5
Generate,2488,36962,20690.6
Generate,2490,36964,20690.7
Generate,2492,36966,20690.8
Generate,2494,36968,20690.9
Generate,2496,36970,20691.0
Generate,2498,36972,20691.2
Generate,2500,36974,20691.3
Generate,2502,36976,20691.4
Generate,2504,36978,20691.5
Generate,2506,1,18920.7
Generate,2508,36908,20687.7
Generate,2510,36910,20687.8
Generate,2512,36912,20687.9
Generate,2514,36914,20688.0
Generate,2516,36916,20688.1
Generate,2518,36918,20688.2
Generate,2520,36920,20688.3
Generate,2522,36922,20688.4
Generate,2524,36924,20688.5
Generate,2526,36926,20688.6
Generate,2528,36928,20688.7
Generate,2530,36930,20688.9
Generate,2532,36932,20689.0
Generate,2534,36934,20689.1
Generate,2536,36936,20689.2
Generate,2538,36938,20689.3
Generate,2540,36940,20689.4
Generate,2542,36942,20689.5
Generate,2544,36944,20689.6
Generate,2546,36946,20689.7
Generate,2548,36948,20689.8
Generate,2550,36950,20689.9
Generate,2552,36952,20690.1
Generate,2554,36954,20690.2
Generate,2556,36956,20690.3
Generate,2558,36958,20690.4
Generate,2560,36960,20690.5
Generate,2562,36962,20690.6
Generate,2564,36964,20690.7
Generate,2566,36966,20690.8
Generate,2568,36968,20690.9
Generate,2570,36970,20691.0
Generate,2572,36972,20691.2
Generate,2574,36974,20691.3
Generate,2576,36907,20687.6
Generate,2578,36909,20687.7
Generate,2580,36911,20687.8
Generate,2582,36913,20687.9
Generate,2584,36915,20688.0
Generate,2586,36917,20688.1
Generate,2588,36919,20688.3
Generate,2590,36921,20688.4
Generate,2592,36923,20688.5
Generate,2594,36925,20688.6
Generate,2596,36927,20688.7
Generate,2598,36929,20688.8
Generate,2600,36931,20688.9
Generate,2602,36933,20689.0
Generate,2604,36935,20689.1
Generate,2606,36937,20689.2
Generate,2608,36939,20689.3
Generate,2610,36941,20689.5
Generate,2612,36943,20689.6
Generate,2614,36945,20689.7
Generate,2616,36947,20689.8
Generate,2618,36949,20689.9
Generate,2620,36951,20690.0
Generate,2622,36953,20690.1
Generate,2624,36955,20690.2
Generate,2626,36957,20690.3
Generate,2628,36959,20690.4
Generate,2630,36961,20690.6
Generate,2632,36963,20690.7
Generate,2634,36965,20690.8
Generate,2636,36967,20690.9
Generate,2638,36969,20691.0
Generate,2640,36971,20691.1
Generate,2642,36973,20691.2
Generate,2644,36975,20691.3
Generate,2646,36977,20691.4
Generate,2648,36979,20691.5
Generate,2650,36981,20691.6
Generate,2652,36983,20691.8
Generate,2654,36985,20691.9
Generate,2656,1,18920.7
Generate,2658,36908,20687.7
Generate,2660,36910,20687.8
Generate,2662,36912,20687.9
Generate,2664,36914,20688.0
Generate,2666,36916,20688.1
Generate,2668,36918,20688.2
Generate,2670,36920,20688.3
Generate,2672,36922,20688.4
Generate,2674,36924,20688.5
Generate,2676,36926,20688.6
Generate,2678,36928,20688.7
Generate,2680,36930,20688.9
Generate,2682,36932,20689.0
Generate,2684,36934,20689.1
Generate,2686,36936,20689.2
Generate,2688,36938,20689.3
Generate,2690,36940,20689.4
Generate,2692,36942,20689.5
Generate,2694,36944,20689.6
Generate,2696,36946,20689.7
Generate,2698,36948,20689.8
Generate,2700,36950,20689.9
Generate,2702,36952,20690.1
Generate,2704,36954,20690.2
Generate,2706,36956,20690.3
Generate,2708,36958,20690.4
Generate,2710,36960,20690.5
Generate,2712,36962,20690.6
Generate,2714,36964,20690.7
Generate,2716,36966,20690.8
Generate,2718,36968,20690.9
Generate,2720,36970,20691.0
Generate,2722,36972,20691.2
Generate,2724,36974,20691.3
Generate,2726,36976,20691.4
Generate,2728,36978,20691.5
Generate,2730,36980,20691.6
Generate,2732,36982,20691.7
Generate,2734,36984,20691.8
Generate,2736,36986,20691.9
Generate,2738,36988,20692.0
Generate,2740,36990,20692.1
Generate,2742,1,18920.7
Generate,2744,36908,20687.7
Generate,2746,36910,20687.8
Generate,2748,36912,20687.9
Generate,2750,36914,20688.0
Generate,2752,36916,20688.1
Generate,2754,36918,20688.2
Generate,2756,36920,20688.3
Generate,2758,36922,20688.4
Generate,2760,36924,20688.5
Generate,2762,36926,20688.6
Generate,2764,36928,20688.7
Generate,2766,36930,20688.9
Generate,2768,36932,20689.0
Generate,2770,36934,20689.1
Generate,2772,36936,20689.2
Generate,2774,36938,20689.3
Generate,2776,36940,20689.4
Generate,2778,36942,20689.5
Generate,2780,36944,20689.6
Generate,2782,36946,20689.7
Generate,2784,36948,20689.8
Generate,2786,36950,20689.9
Generate,2788,36952,20690.1
Generate,2790,36954,20690.2
Generate,2792,36956,20690.3
Generate,2794,36958,20690.4
Generate,2796,36960,20690.5
Generate,2798,36962,20690.6
Generate,2800,36964,20690.7
Generate,2802,36966,20690.8
Generate,2804,36968,20690.9
Generate,2806,36970,20691.0
Generate,2808,36972,20691.2
Generate,2810,36974,20691.3
Generate,2812,36907,20687.6
Generate,2814,36909,20687.7
Generate,2816,36911,20687.8
Generate,2818,36913,20687.9
Generate,2820,36915,20688.0
Generate,2822,36917,20688.1
Generate,2824,36919,20688.3
Generate,2826,36921,20688.4
Generate,2828,36923,20688.5
Generate,2830,36925,20688.6
Generate,2832,36927,20688.7
Generate,2834,36929,20688.8
Generate,2836,36931,20688.9
Generate,2838,36933,20689.0
Generate,2840,36935,20689.1
Generate,2842,36937,20689.2
Generate,2844,36939,20689.3
Generate,2846,36941,20689.5
Generate,2848,36943,20689.6
Generate,2850,36945,20689.7
Generate,2852,36947,20689.8
Generate,2854,36949,20689.9
Generate,2856,36951,20690.0
Generate,2858,36953,20690.1
Generate,2860,1,18920.7
Generate,2862,36908,20687.7
Generate,2864,36910,20687.8
Generate,2866,36912,20687.9
Generate,2868,36914,20688.0
Generate,2870,36916,20688.1
Generate,2872,36918,20688.2
Generate,2874,36920,20688.3
Generate,2876,36922,20688.4
Generate,2878,36924,20688.5
Generate,2880,36926,20688.6
Generate,2882,36928,20688.7
Generate,2884,36930,20688.9
Generate,2886,36932,20689.0
Generate,2888,36934,20689.1
Generate,2890,36936,20689.2
Generate,2892,36938,20689.3
Generate,2894,36940,20689.4
Generate,2896,36942,20689.5
Generate,2898,36944,20689.6
Generate,2900,36946,20689.7
Generate,2902,36948,20689.8
Generate,2904,36950,20689.9
Generate,2906,36952,20690.1
Generate,2908,36954,20690.2
Generate,2910,36956,20690.3
Generate,2912,36958,20690.4
Generate,2914,36960,20690.5
Generate,2916,36962,20690.6
Generate,2918,36964,20690.7
Generate,2920,36966,20690.8
Generate,2922,36968,20690.9
Generate,2924,36970,20691.0
Generate,2926,36972,20691.2
Generate,2928,36974,20691.3
Generate,2930,36976,20691.4
Generate,2932,36978,20691.5
Generate,2934,36980,20691.6
Generate,2936,36982,20691.7
Generate,2938,36984,20691.8
Generate,2940,36986,20691.9
Generate,2942,36988,20692.0
Generate,2944,36990,20692.1
Generate,2946,36907,20687.6
Generate,2948,36909,20687.7
Generate,2950,36911,20687.8
Generate,2952,36913,20687.9
Generate,2954,36915,20688.0
Generate,2956,36917,20688.1
Generate,2958,36919,20688.3
Generate,2960,36921,20688.4
Generate,2962,36923,20688.5
Generate,2964,36925,20688.6
Generate,2966,36927,20688.7
Generate,2968,36929,20688.8
Generate,2970,36931,20688.9
Generate,2972,36933,20689.0
Generate,2974,36935,20689.1
Generate,2976,36937,20689.2
Generate,2978,36939,20689.3
Generate,2980,36941,20689.5
Generate,2982,36943,20689.6
Generate,2984,36945,20689.7
Generate,2986,36947,20689.8
Generate,2988,36949,20689.9
Generate,2990,36951,20690.0
Generate,2992,36953,20690.1
Generate,2994,36955,20690.2
Generate,2996,36957,20690.3
Generate,2998,36959,20690.4
Generate,3000,36961,20690.6
Generate,3002,36963,20690.7
Generate,3004,36965,20690.8
Generate,3006,36967,20690.9
Generate,3008,36969,20691.0
Generate,3010,36971,20691.1
Generate,3012,36973,20691.2
Generate,3014,36975,20691.3
Generate,3016,36977,20691.4
Generate,3018,36979,20691.5
Generate,3020,36981,20691.6
Generate,3022,36983,20691.8
Generate,3024,36985,20691.9
Generate,3026,36907,20687.6
Generate,3028,36909,20687.7
Generate,3030,36911,20687.8
Generate,3032,36913,20687.9
Generate,3034,36915,20688.0
Generate,3036,36917,20688.1
Generate,3038,36919,20688.3
Generate,3040,36921,20688.4
Generate,3042,36923,20688.5
Generate,3044,36925,20688.6
Generate,3046,36927,20688.7
Generate,3048,36929,20688.8
Generate,3050,36931,20688.9
Generate,3052,36933,20689.0
Generate,3054,36935,20689.1
Generate,3056,36937,20689.2
Generate,3058,36939,20689.3
Generate,3060,36941,20689.5
Generate,3062,36943,20689.6
Generate,3064,36945,20689.7
Generate,3066,36947,20689.8
Generate,3068,36949,20689.9
Generate,3070,36951,20690.0
Generate,3072,36953,20690.1
Generate,3074,36955,20690.2
Generate,3076,36957,20690.3
Generate,3078,36959,20690.4
Generate,3080,36961,20690.6
Generate,3082,36963,20690.7
Generate,3084,36965,20690.8
Generate,3086,36967,20690.9
Generate,3088,36969,20691.0
Generate,3090,36971,20691.1
Generate,3092,36973,20691.2
Generate,3094,36975,20691.3
Generate,3096,36977,20691.4
Generate,3098,36979,20691.5
Generate,3100,36981,20691.6
Generate,3102,36983,20691.8
Generate,3104,36985,20691.9
Generate,3106,1,18920.7
Generate,3108,36908,20687.7
Generate,3110,36910,20687.8
Generate,3112,36912,20687.9
Generate,3114,36914,20688.0
Generate,3116,36916,20688.1
Generate,3118,36918,20688.2
Generate,3120,36920,20688.3
Generate,3122,36922,20688.4
Generate,3124,36924,20688.5
Generate,3126,36926,20688.6
Generate,3128,36928,20688.7
Generate,3130,36930,20688.9
Generate,3132,36932,20689.0
Generate,3134,36934,20689.1
Generate,3136,36936,20689.2
Generate,3138,36938,20689.3
Generate,3140,36940,20689.4
Generate,3142,36942,20689.5
Generate,3144,36944,20689.6
Generate,3146,36946,20689.7
Generate,3148,36948,20689.8
Generate,3150,36950,20689.9
Generate,3152,36952,20690.1
Generate,3154,36954,20690.2
Generate,3156,36956,20690.3
Generate,3158,36958,20690.4
Generate,3160,36960,20690.5
Generate,3162,36962,20690.6
Generate,3164,36964,20690.7
Generate,3166,36966,20690.8
Generate,3168,36968,20690.9
Generate,3170,36970,20691.0
Generate,3172,36972,20691.2
Generate,3174,36974,20691.3
Generate,3176,36976,20691.4
Generate,3178,36978,20691.5
Generate,3180,36980,20691.6
Generate,3182,36982,20691.7
Generate,3184,36984,20691.8
Generate,3186,36986,20691.9
Generate,3188,36988,20692.0
Generate,3190,36990,20692.1
Generate,3192,36992,20692.2
Generate,3194,36994,20692.4
Generate,3196,36996,20692.5
Generate,3198,36998,20692.6
Generate,3200,37000,20693.6
Generate,3202,37002,20693.5
Generate,3204,37004,20693.5
Generate,3206,37006,20693.0
Generate,3208,37008,20693.1
Generate,3210,37010,20693.2
Generate,3212,37012,20693.3
Generate,3214,37014,20693.5
Generate,3216,37016,20693.6
Generate,3218,36907,20687.6
Generate,3220,36909,20687.7
Generate,3222,36911,20687.8
Generate,3224,36913,20687.9
Generate,3226,36915,20688.0
Generate,3228,36917,20688.1
Generate,3230,36919,20688.3
Generate,3232,36921,20688.4
Generate,3234,36923,20688.5
Generate,3236,36925,20688.6
Generate,3238,36927,20688.7
Generate,3240,36929,20688.8
Generate,3242,36931,20688.9
Generate,3244,36933,20689.0
Generate,3246,36935,20689.1
Generate,3248,36937,20689.2
Generate,3250,36939,20689.3
Generate,3252,36941,20689.5
Generate,3254,36943,20689.6
Generate,3256,36945,20689.7
Generate,3258,36947,20689.8
Generate,3260,36949,20689.9
Generate,3262,36951,20690.0
Generate,3264,36953,20690.1
Generate,3266,36955,20690.2
Generate,3268,36957,20690.3
Generate,3270,36959,20690.4
Generate,3272,36961,20690.6
Generate,3274,36963,20690.7
Generate,3276,36965,20690.8
Generate,3278,36967,20690.9
Generate,3280,36969,20691.0
Generate,3282,36971,20691.1
Generate,3284,36973,20691.2
Generate,3286,36975,20691.3
Generate,3288,36977,20691.4
Generate,3290,36979,20691.5
Generate,3292,36981,20691.6
Generate,3294,36983,20691.8
Generate,3296,36985,20691.9
Generate,3298,36987,20692.0
Generate,3300,36989,20692.1
Generate,3302,36991,20692.2
Generate,3304,36993,20692.3
Generate,3306,36995,20692.4
Generate,3308,36997,20692.5
Generate,3310,36999,20692.6
Generate,3312,37001,20692.7
Generate,3314,37003,20692.8
Generate,3316,37005,20693.0
Generate,3318,1,18920.7
Generate,3320,36908,20687.7
Generate,3322,36910,20687.8
Generate,3324,36912,20687.9
Generate,3326,36914,20688.0
Generate,3328,36916,20688.1
Generate,3330,36918,20688.2
Generate,3332,36920,20688.3
Generate,3334,36922,20688.4
Generate,3336,36924,20688.5
Generate,3338,36926,20688.6
Generate,3340,36928,20688.7
Generate,3342,36930,20688.9
Generate,3344,36932,20689.0
Generate,3346,36934,20689.1
Generate,3348,36936,20689.2
Generate,3350,36938,20689.3
Generate,3352,36940,20689.4
Generate,3354,36942,20689.5
Generate,3356,36944,20689.6
Generate,3358,36946,20689.7
Generate,3360,36948,20689.8
Generate,3362,36950,20689.9
Generate,3364,36952,20690.1
Generate,3366,36954,20690.2
Generate,3368,36956,20690.3
Generate,3370,36958,20690.4
Generate,3372,36960,20690.5
Generate,3374,36962,20690.6
Generate,3376,36964,20690.7
Generate,3378,36966,20690.8
Generate,3380,36968,20690.9
Generate,3382,36970,20691.0
Generate,3384,36972,20691.2
Generate,3386,36974,20691.3
Generate,3388,36976,20691.4
Generate,3390,36978,20691.5
Generate,3392,36980,20691.6
Generate,3394,36982,20691.7
Generate,3396,36984,20691.8
Generate,3398,36986,20691.9
Generate,3400,36988,20692.0
Generate,3402,1,18920.7
Generate,3404,36908,20687.7
Generate,3406,36910,20687.8
Generate,3408,36912,20687.9
Generate,3410,36914,20688.0
Generate,3412,36916,20688.1
Generate,3414,36918,20688.2
Generate,3416,36920,20688.3
Generate,3418,36922,20688.4
Generate,3420,36924,20688.5
Generate,3422,36926,20688.6
Generate,3424,36928,20688.7
Generate,3426,36930,20688.9
Generate,3428,36932,20689.0
Generate,3430,36934,20689.1
Generate,3432,36936,20689.2
Generate,3434,36938,20689.3
Generate,3436,36940,20689.4
Generate,3438,36942,20689.5
Generate,3440,36944,20689.6
Generate,3442,36946,20689.7
Generate,3444,36948,20689.8
Generate,3446,36950,20689.9
Generate,3448,36952,20690.1
Generate,3450,36954,20690.2
Generate,3452,36956,20690.3
Generate,3454,36958,20690.4
Generate,3456,36960,20690.5
Generate,3458,36962,20690.6
Generate,3460,36964,20690.7
Generate,3462,36966,20690.8
Generate,3464,36968,20690.9
Generate,3466,36970,20691.0
Generate,3468,36972,20691.2
Generate,3470,36974,20691.3
Generate,3472,36976,20691.4
Generate,3474,36978,20691.5
Generate,3476,36980,20691.6
Generate,3478,36982,20691.7
Generate,3480,36984,20691.8
Generate,3482,36986,20691.9
Generate,3484,36988,20692.0
Generate,3486,36990,20692.1
Generate,3488,36992,20692.2
Generate,3490,36994,20692.4
Generate,3492,36996,20692.5
Generate,3494,36998,20692.6
Generate,3496,37000,20693.6
Generate,3498,37002,20693.5
Generate,3500,37004,20693.5
Generate,3502,37006,20693.0
Generate,3504,37008,20693.1
Generate,3506,37010,20693.2
Generate,3508,37012,20693.3
Generate,3510,37014,20693.5
Generate,3512,37016,20693.6
Generate,3514,37018,20693.7
Generate,3516,37020,20693.8
Generate,3518,37022,20693.9
Generate,3520,37024,20694.0
Generate,3522,37026,20694.1
Generate,3524,37028,20694.2
Generate,3526,37030,20694.3
Generate,3528,37032,20694.4
Generate,3530,37034,20694.5
Generate,3532,37036,20694.7
Generate,3534,37038,20694.8
Generate,3536,37040,20694.9
Generate,3538,37042,20695.0
Generate,3540,37044,20695.1
Generate,3542,37046,20695.2
Generate,3544,37048,20695.3
Generate,3546,37050,20695.4
Generate,3548,37052,20695.5
Generate,3550,37054,20695.6
Generate,3552,37056,20695.7
Generate,3554,37058,20695.9
Generate,3556,37060,20696.0
Generate,3558,37062,20696.1
Generate,3560,37064,20696.2
Generate,3562,37066,20696.3
Generate,3564,37068,20696.4
Generate,3566,37070,20696.5
Generate,3568,37072,20696.6
Generate,3570,37074,20696.7
Generate,3572,37076,20696.8
Generate,3574,37078,20697.0
Generate,3576,37080,20697.1
Generate,3578,37082,20697.2
Generate,3580,37084,20697.3
Generate,3582,37086,20697.4
Generate,3584,37088,20697.5
Generate,3586,37090,20697.6
Generate,3588,37092,20697.7
Generate,3590,37094,20697.8
Generate,3592,37096,20697.9
Generate,3594,37098,20698.0
Generate,3596,37100,20698.2
Generate,3598,37102,20698.3
Generate,3600,37104,20698.4
Generate,3602,37106,20698.5
Generate,3604,37108,20698.6
Generate,3606,37110,20698.7
Generate,3608,37112,20698.8
Generate,3610,37114,20698.9
Generate,3612,37116,20699.0
Generate,3614,37118,20699.1
Generate,3616,37120,20699.2
Generate,3618,37122,20699.4
Generate,3620,37124,20699.5
Generate,3622,37126,20699.6
Generate,3624,37128,20699.7
Generate,3626,37130,20699.8
Generate,3628,37132,20699.9
Generate,3630,37134,20700.0
Generate,3632,37136,20700.1
Generate,3634,37138,20700.2
Generate,3636,37140,20700.3
Generate,3638,37142,20700.5
Generate,3640,37144,20700.6
Generate,3642,37146,20700.7
Generate,3644,37148,20700.8
Generate,3646,37150,20700.9
Generate,3648,37152,20701.0
Generate,3650,37154,20701.1
Generate,3652,37156,20701.2
Generate,3654,37158,20701.3
Generate,3656,37160,20701.4
Generate,3658,37162,20701.5
Generate,3660,37164,20701.7
Generate,3662,37166,20701.8
Generate,3664,37168,20701.9
Generate,3666,37170,20702.0
Generate,3668,37172,20702.1
Generate,3670,37174,20702.2
Generate,3672,37176,20702.3
Generate,3674,37178,20702.4
Generate,3676,37180,20702.5
Generate,3678,37182,20702.6
Generate,3680,37184,20702.8
Generate,3682,37186,20702.9
Generate,3684,37188,20703.0
Generate,3686,37190,20703.1
Generate,3688,37192,20703.2
Generate,3690,37194,20703.3
Generate,3692,37196,20703.4
Generate,3694,37198,20703.5
Generate,3696,37200,20703.6
Generate,3698,37202,20703.7
Generate,3700,37204,20703.8
Generate,3702,37206,20704.0
Generate,3704,37208,20704.1
Generate,3706,37210,20704.2
Generate,3708,37212,20704.3
Generate,3710,37214,20704.4
Generate,3712,37216,20704.5
Generate,3714,37218,20704.6
Generate,3716,37220,20704.7
Generate,3718,37222,20704.8
Generate,3720,37224,20704.9
Generate,3722,37226,20705.0
Generate,3724,37228,20705.2
Generate,3726,37230,20705.3
Generate,3728,37232,20705.4
Generate,3730,37234,20705.5
Generate,3732,37236,20705.6
Generate,3734,37238,20705.7
Generate,3736,37240,20705.8
Generate,3738,37242,20705.9
Generate,3740,37244,20706.0
Generate,3742,37246,20706.1
Generate,3744,37248,20706.3
Generate,3746,37250,20706.4
Generate,3748,37252,20706.5
Generate,3750,37254,20706.6
Generate,3752,37256,20706.7
Generate,3754,37258,20706.8
Generate,3756,37260,20706.9
Generate,3758,37262,20707.0
Generate,3760,37264,20707.1
Generate,3762,37266,20707.2
Generate,3764,37268,20707.3
Generate,3766,37270,20707.5
Generate,3768,37272,20707.6
Generate,3770,37274,20707.7
Generate,3772,37276,20707.8
Generate,3774,37278,20707.9
Generate,3776,37280,20708.0
Generate,3778,37282,20708.1
Generate,3780,37284,20708.2
Generate,3782,37286,20708.3
Generate,3784,37288,20708.4
Generate,3786,37290,20708.6
Generate,3788,37292,20708.7
Generate,3790,37294,20708.8
